time	local_ip	remote_ip	remote_port	protocol	download	upload	
2019-05-09T19:14:57.943Z	192.168.2.104	172.217.22.14	443	tcp	52	40	
2019-05-09T19:14:57.943Z	192.168.2.1	217.10.79.9	5060	udp:data	128	0	
2019-05-09T19:14:57.943Z	192.168.2.104	162.125.18.133	443	tcp:ssl	309	1810	
2019-05-09T19:14:57.943Z	192.168.2.104	162.125.18.133	443	tcp	104	52	
2019-05-09T19:14:57.943Z	192.168.2.1	85.199.214.102	123	udp:ntp	76	76	
2019-05-09T19:14:57.943Z	192.168.2.134	139.7.117.161	4500	udp:udpencap	0	29	
2019-05-09T19:14:57.943Z	192.168.2.104	192.168.230.14	443	tcp	0	384	
2019-05-09T19:14:57.943Z	192.168.2.104	108.177.119.125	5222	tcp:xmpp	0	1272	
2019-05-09T19:14:57.943Z	192.168.2.104	108.177.119.125	5222	tcp	1248	0	
2019-05-09T19:15:17.942Z	192.168.2.104	108.177.119.125	5222	tcp:xmpp	0	318	
2019-05-09T19:15:17.942Z	192.168.2.104	108.177.119.125	5222	tcp	324	53	
2019-05-09T19:15:17.942Z	192.168.2.104	192.168.230.14	443	tcp	0	256	
2019-05-09T19:15:17.942Z	192.168.2.1	217.10.79.9	5060	udp:data	96	0	
2019-05-09T19:15:17.942Z	192.168.2.104	104.27.155.194	443	tcp	52	40	
2019-05-09T19:15:17.942Z	192.168.2.105	162.125.33.7	443	tcp	0	40	
2019-05-09T19:15:17.942Z	192.168.2.1	192.168.8.1	53	udp:dns	113	59	
2019-05-09T19:15:17.942Z	192.168.2.134	139.7.117.161	4500	udp:udpencap	29	29	
2019-05-09T19:15:17.942Z	192.168.2.104	162.125.33.7	443	tcp	2028	4824	
2019-05-09T19:15:17.942Z	192.168.2.104	162.125.33.7	443	tcp:ssl	2625	3489	
2019-05-09T19:15:17.942Z	192.168.2.104	162.125.33.7	443	tcp:ssl:x509sat:x509sat:x509sat:x509sat	575	0	
2019-05-09T19:15:17.942Z	192.168.2.104	173.255.206.146	443	tcp:ssl	190	0	
2019-05-09T19:15:17.942Z	192.168.2.104	173.255.206.146	443	tcp	0	116	
2019-05-09T19:15:17.942Z	192.168.2.104	162.125.18.133	443	tcp:ssl	309	1218	
2019-05-09T19:15:17.942Z	192.168.2.104	162.125.18.133	443	tcp	104	52	
2019-05-09T19:15:17.942Z	192.168.2.104	172.217.22.14	443	tcp	52	40	
2019-05-09T19:15:47.959Z	192.168.2.134	139.7.117.161	4500	udp:udpencap:isakmp	256	256	
2019-05-09T19:15:47.959Z	192.168.2.134	139.7.117.161	4500	udp:udpencap	0	29	
2019-05-09T19:15:47.959Z	192.168.2.104	108.177.119.125	5222	tcp:xmpp	0	1537	
2019-05-09T19:15:47.959Z	192.168.2.104	108.177.119.125	5222	tcp	1456	0	
2019-05-09T19:15:47.959Z	192.168.2.104	162.125.18.133	443	tcp:ssl	309	1810	
2019-05-09T19:15:47.959Z	192.168.2.104	162.125.18.133	443	tcp	104	52	
2019-05-09T19:15:57.963Z	192.168.2.104	108.177.119.125	5222	tcp	1092	52	
2019-05-09T19:15:57.963Z	192.168.2.104	108.177.119.125	5222	tcp:xmpp	82	1113	
2019-05-09T19:15:57.963Z	192.168.2.1	217.10.79.9	5060	udp:data	128	0	
2019-05-09T19:15:57.963Z	192.168.2.104	192.168.230.14	443	tcp	0	512	
2019-05-09T19:15:57.963Z	192.168.2.134	139.7.117.161	4500	udp:udpencap	0	29	
2019-05-09T19:15:57.963Z				ipv6.nxt:icmpv6	128	0	
2019-05-09T19:15:57.963Z	192.168.2.102	17.252.28.94	5223	tcp:data	315	121	
2019-05-09T19:15:57.963Z	192.168.2.102	17.252.28.94	5223	tcp	52	208	
2019-05-09T19:15:57.963Z	192.168.2.104	104.27.155.194	443	tcp	52	40	
2019-05-09T19:15:57.963Z	192.168.2.116	173.194.76.125	5222	tcp:xmpp	82	0	
2019-05-09T19:16:07.973Z	192.168.2.104	108.177.119.125	5222	tcp	572	0	
2019-05-09T19:16:07.973Z	192.168.2.104	108.177.119.125	5222	tcp:xmpp	0	530	
2019-05-09T19:16:07.973Z	192.168.2.102	216.58.208.42	443	tcp:ssl	0	76	
2019-05-09T19:16:07.973Z	192.168.2.102	216.58.208.42	443	tcp	104	104	
2019-05-09T19:16:07.973Z	192.168.2.1	217.10.79.9	5060	udp:data	64	0	
2019-05-09T19:16:07.973Z	192.168.2.104	192.168.230.14	443	tcp	0	64	
2019-05-09T19:16:07.973Z	192.168.2.104	172.217.22.14	443	tcp	52	40	
2019-05-09T19:16:07.973Z	192.168.2.134	139.7.117.161	4500	udp:udpencap	0	29	
2019-05-09T19:16:07.973Z	192.168.2.104	162.125.33.7	443	tcp:ssl	83	0	
2019-05-09T19:16:07.973Z	192.168.2.104	162.125.33.7	443	tcp	52	104	
2019-05-09T19:16:07.973Z	192.168.2.104	162.125.65.3	443	tcp	6216	520	
2019-05-09T19:16:07.973Z	192.168.2.1	192.168.8.1	53	udp:dns	113	64	
2019-05-09T19:16:07.973Z	192.168.2.104	162.125.65.3	443	tcp:ssl	6075	1235	
2019-05-09T19:16:07.973Z	192.168.2.104	162.125.65.3	443	tcp:ssl:x509sat:x509sat:x509sat:x509sat	575	0	
2019-05-09T19:16:07.973Z	192.168.2.104	162.125.65.3	443	tcp:ssl:ssl	1500	0	
2019-05-09T19:16:17.974Z	192.168.2.104	162.125.65.3	443	tcp	7823	376	
2019-05-09T19:16:17.974Z	192.168.2.104	162.125.65.3	443	tcp:ssl:ssl	3000	0	
2019-05-09T19:16:17.974Z	192.168.2.104	162.125.65.3	443	tcp:ssl	980	0	
2019-05-09T19:16:17.974Z	192.168.2.104	162.125.65.7	443	tcp	1768	364	
2019-05-09T19:16:17.974Z	192.168.2.1	192.168.8.1	53	udp:dns	110	64	
2019-05-09T19:16:17.974Z	192.168.2.104	162.125.65.7	443	tcp:ssl	3294	1178	
2019-05-09T19:16:17.974Z	192.168.2.104	162.125.65.7	443	tcp:ssl:x509sat:x509sat:x509sat:x509sat	1500	0	
2019-05-09T19:16:17.974Z	192.168.2.104	162.125.65.7	443	tcp:ssl:ssl	971	0	
2019-05-09T19:16:17.974Z	192.168.2.104	172.217.22.14	443	tcp:ssl	108	0	
2019-05-09T19:16:17.974Z	192.168.2.104	172.217.22.14	443	tcp	104	156	
2019-05-09T19:16:17.974Z	192.168.2.104	173.255.206.146	443	tcp:ssl	95	0	
2019-05-09T19:16:17.974Z	192.168.2.104	173.255.206.146	443	tcp	0	52	
2019-05-09T19:16:17.974Z	192.168.2.1	217.10.79.9	5060	udp:data	64	0	
2019-05-09T19:16:17.974Z	192.168.2.104	162.125.18.133	443	tcp:ssl	309	1810	
2019-05-09T19:16:17.974Z	192.168.2.104	162.125.18.133	443	tcp	104	52	
2019-05-09T19:16:17.974Z	192.168.2.104	192.168.230.14	443	tcp	0	64	
2019-05-09T19:16:17.974Z	192.168.2.134	139.7.117.161	4500	udp:udpencap:isakmp	128	128	
2019-05-09T19:16:17.974Z	192.168.2.134	139.7.117.161	4500	udp:udpencap	0	29	
2019-05-09T19:16:17.974Z	192.168.2.104	108.177.119.125	5222	tcp:xmpp	0	106	
2019-05-09T19:16:17.974Z	192.168.2.104	108.177.119.125	5222	tcp	168	53	
2019-05-09T19:16:47.995Z	192.168.2.104	108.177.119.125	5222	tcp:xmpp	0	1484	
2019-05-09T19:16:47.995Z	192.168.2.104	108.177.119.125	5222	tcp	1456	0	
2019-05-09T19:16:47.995Z	192.168.2.1	217.10.79.9	5060	udp:data	128	0	
2019-05-09T19:16:47.995Z	192.168.2.104	104.27.155.194	443	tcp	52	40	
2019-05-09T19:16:47.995Z	192.168.2.104	162.125.18.133	443	tcp:ssl	309	1218	
2019-05-09T19:16:47.995Z	192.168.2.104	162.125.18.133	443	tcp	104	52	
2019-05-09T19:16:47.995Z	192.168.2.134	139.7.117.161	4500	udp:udpencap	0	29	
2019-05-09T19:16:57.995Z	192.168.2.1	217.10.79.9	5060	udp:data	64	0	
2019-05-09T19:16:57.995Z	192.168.2.104	108.177.119.125	5222	tcp:xmpp	0	1590	
2019-05-09T19:16:57.995Z	192.168.2.104	108.177.119.125	5222	tcp	1560	0	
2019-05-09T19:16:57.995Z	192.168.2.134	139.7.117.161	4500	udp:udpencap	0	29	
2019-05-09T19:16:57.995Z	192.168.2.104	78.46.5.205	143	tcp:imap	214	851	
2019-05-09T19:16:57.995Z	192.168.2.104	78.46.5.205	143	tcp	0	104	
2019-05-09T19:17:07.995Z	192.168.2.104	78.46.5.205	143	tcp	116	1156	
2019-05-09T19:17:07.995Z	192.168.2.104	78.46.5.205	143	tcp:imap	33896	492	
2019-05-09T19:17:07.995Z	192.168.2.1	193.1.12.167	123	udp:ntp	76	76	
2019-05-09T19:17:07.995Z	192.168.2.1	217.10.79.9	5060	udp:data	64	0	
2019-05-09T19:17:07.995Z	192.168.2.104	162.125.65.3	443	tcp:ssl	83	0	
2019-05-09T19:17:07.995Z	192.168.2.104	162.125.65.3	443	tcp	52	104	
2019-05-09T19:17:07.995Z	192.168.2.104	162.125.65.7	443	tcp:ssl	83	0	
2019-05-09T19:17:07.995Z	192.168.2.104	162.125.65.7	443	tcp	52	104	
2019-05-09T19:17:07.995Z	192.168.2.104	173.255.206.146	443	tcp:ssl	95	0	
2019-05-09T19:17:07.995Z	192.168.2.104	173.255.206.146	443	tcp	0	52	
2019-05-09T19:17:07.995Z	192.168.2.134	139.7.117.161	4500	udp:udpencap	29	0	
2019-05-09T19:17:07.995Z	192.168.2.134	139.7.117.161	4500	udp:udpencap:isakmp	128	0	
2019-05-09T19:17:07.995Z	192.168.2.134	128.65.210.198	80	tcp	0	40	
2019-05-09T19:17:17.995Z	192.168.2.134	139.7.117.161	4500	udp:udpencap:isakmp	128	256	
2019-05-09T19:17:17.995Z	192.168.2.134	17.252.76.80	5223	tcp:data	105	121	
2019-05-09T19:17:17.995Z	192.168.2.134	17.252.76.80	5223	tcp	52	92	
2019-05-09T19:17:17.995Z	192.168.2.134	139.7.117.161	4500	udp:udpencap	0	29	
2019-05-09T19:17:17.995Z	192.168.2.104	104.27.155.194	443	tcp	52	40	
2019-05-09T19:17:17.995Z	192.168.2.104	216.58.208.42	443	tcp	216	480	
2019-05-09T19:17:17.995Z	192.168.2.104	216.58.208.42	443	tcp:ssl	4766	1832	
2019-05-09T19:17:17.995Z	192.168.2.104	216.58.208.42	443	tcp:ssl:ssl	1500	0	
2019-05-09T19:17:17.995Z	192.168.2.1	217.10.79.9	5060	udp:data	32	0	
2019-05-09T19:17:17.995Z	192.168.2.104	108.177.119.125	5222	tcp:xmpp	0	795	
2019-05-09T19:17:17.995Z	192.168.2.104	108.177.119.125	5222	tcp	780	0	
2019-05-09T19:17:58.057Z	192.168.2.104	108.177.119.125	5222	tcp:xmpp	0	2385	
2019-05-09T19:17:58.057Z	192.168.2.104	108.177.119.125	5222	tcp	2352	53	
2019-05-09T19:17:58.057Z	192.168.2.1	217.10.79.9	5060	udp:data	160	128	
2019-05-09T19:17:58.057Z	192.168.2.104	162.125.18.133	443	tcp:ssl	618	3028	
2019-05-09T19:17:58.057Z	192.168.2.104	162.125.18.133	443	tcp	260	104	
2019-05-09T19:17:58.057Z	192.168.2.134	139.7.117.161	4500	udp:udpencap	0	58	
2019-05-09T19:17:58.057Z	192.168.2.104	104.27.155.194	443	tcp:ssl	129	0	
2019-05-09T19:17:58.057Z	192.168.2.104	104.27.155.194	443	tcp	104	156	
2019-05-09T19:17:58.057Z	192.168.2.116	173.194.76.125	5222	tcp	82	0	
2019-05-09T19:17:58.057Z	192.168.2.1	192.168.8.1	53	udp:dns	9063	4543	
2019-05-09T19:17:58.057Z	192.168.2.104	178.250.0.162	443	tcp	112	324	
2019-05-09T19:17:58.057Z	192.168.2.104	143.204.208.100	443	tcp	3773	492	
2019-05-09T19:17:58.057Z	192.168.2.104	128.65.210.182	443	tcp	366472	83352	
2019-05-09T19:17:58.057Z	192.168.2.104	178.250.0.162	443	tcp:ssl	2024	1484	
2019-05-09T19:17:58.057Z	192.168.2.104	143.204.208.100	443	tcp:ssl	3821	2762	
2019-05-09T19:17:58.057Z	192.168.2.104	128.65.210.182	443	tcp:ssl	121822	110802	
2019-05-09T19:17:58.057Z	192.168.2.104	143.204.208.100	443	tcp:ssl:x509sat:x509sat:x509sat:x509sat	1500	0	
2019-05-09T19:17:58.057Z	192.168.2.104	143.204.208.100	443	tcp:ssl:ocsp:x509af:ssl	648	0	
2019-05-09T19:17:58.057Z	192.168.2.104	178.250.0.162	443	tcp:ssl:x509sat:x509sat:x509sat:x509sat	1488	0	
2019-05-09T19:17:58.057Z	192.168.2.104	128.65.210.182	443	tcp:ssl:ssl	322650	0	
2019-05-09T19:17:58.057Z	192.168.2.104	136.243.32.75	443	tcp	216	220	
2019-05-09T19:17:58.057Z	192.168.2.104	136.243.32.75	443	tcp:ssl	670	1270	
2019-05-09T19:17:58.057Z	192.168.2.104	136.243.15.74	443	tcp	3112	376	
2019-05-09T19:17:58.057Z	192.168.2.104	172.217.16.66	443	tcp	3000	7206	
2019-05-09T19:17:58.057Z	192.168.2.104	136.243.15.74	443	tcp:ssl	2307	1184	
2019-05-09T19:17:58.057Z	192.168.2.104	172.217.16.66	443	tcp:ssl	62313	53937	
2019-05-09T19:17:58.057Z	192.168.2.104	136.243.15.74	443	tcp:ssl:x509sat:x509sat:x509sat:x509sat	1500	0	
2019-05-09T19:17:58.057Z	192.168.2.104	136.243.15.74	443	tcp:ssl:ssl	205	0	
2019-05-09T19:17:58.057Z	192.168.2.104	172.217.16.66	443	tcp:ssl:ssl	27780	5279	
2019-05-09T19:17:58.057Z	192.168.2.104	216.58.217.195	443	tcp	2411	724	
2019-05-09T19:17:58.057Z	192.168.2.104	216.58.217.195	443	tcp:ssl	4102	3710	
2019-05-09T19:17:58.057Z	192.168.2.104	91.215.100.39	443	tcp	12664	792	
2019-05-09T19:17:58.057Z	192.168.2.104	67.27.158.124	443	tcp	781703	98182	
2019-05-09T19:17:58.057Z	192.168.2.104	91.215.100.39	443	tcp:ssl	4009	1375	
2019-05-09T19:17:58.057Z	192.168.2.104	91.215.100.39	443	tcp:ssl:x509sat:x509sat:x509sat:x509sat	599	0	
2019-05-09T19:17:58.057Z	192.168.2.104	172.217.22.72	443	tcp	384	2196	
2019-05-09T19:17:58.057Z	192.168.2.104	91.215.100.40	443	tcp	3216	480	
2019-05-09T19:17:58.057Z	192.168.2.104	217.79.188.10	443	tcp	2160	1092	
2019-05-09T19:17:58.057Z	192.168.2.104	172.217.22.72	443	tcp:ssl	19089	2331	
2019-05-09T19:17:58.057Z	192.168.2.104	67.27.158.124	443	tcp:ssl	161320	113706	
2019-05-09T19:17:58.057Z	192.168.2.104	91.215.100.40	443	tcp:ssl	2668	2442	
2019-05-09T19:17:58.057Z	192.168.2.104	217.79.188.10	443	tcp:ssl	6615	3300	
2019-05-09T19:17:58.057Z	192.168.2.104	128.65.210.187	443	tcp	2202	908	
2019-05-09T19:17:58.057Z	192.168.2.104	128.65.210.189	443	tcp	3020	700	
2019-05-09T19:17:58.057Z	192.168.2.104	67.27.158.124	443	tcp:ssl:x509sat:x509sat:x509sat:x509sat	3760	0	
2019-05-09T19:17:58.057Z	192.168.2.104	217.79.188.10	443	tcp:ssl:x509sat:x509sat:x509sat:x509sat	1223	0	
2019-05-09T19:17:58.057Z	192.168.2.104	91.215.100.40	443	tcp:ssl:x509sat:x509sat:x509sat:x509sat	599	0	
2019-05-09T19:17:58.057Z	192.168.2.104	104.20.63.35	443	tcp	496	1072	
2019-05-09T19:17:58.057Z	192.168.2.104	128.65.210.189	443	tcp:ssl	3588	2684	
2019-05-09T19:17:58.057Z	192.168.2.104	128.65.210.187	443	tcp:ssl	4078	2562	
2019-05-09T19:17:58.057Z	192.168.2.104	23.52.13.23	443	tcp	80428	3564	
2019-05-09T19:17:58.057Z	192.168.2.104	128.65.210.189	443	tcp:ssl:ssl	419	0	
2019-05-09T19:17:58.057Z	192.168.2.104	23.52.13.23	443	tcp:ssl	11524	4010	
2019-05-09T19:17:58.057Z	192.168.2.104	143.204.208.100	443	tcp:ssl:ssl	661	0	
2019-05-09T19:17:58.057Z	192.168.2.104	128.65.210.187	443	tcp:ssl:ssl	7500	0	
2019-05-09T19:17:58.057Z	192.168.2.104	172.217.22.72	443	tcp:ssl:ssl	56548	0	
2019-05-09T19:17:58.057Z	192.168.2.104	23.52.13.23	443	tcp:ssl:x509sat:x509sat:x509sat:x509sat	3000	0	
2019-05-09T19:17:58.057Z	192.168.2.104	23.52.13.23	443	tcp:ssl:ocsp:x509af:ssl	1694	0	
2019-05-09T19:17:58.057Z	192.168.2.104	23.52.13.23	443	tcp:ssl:ssl	6000	0	
2019-05-09T19:17:58.057Z	192.168.2.104	67.27.158.124	443	tcp:ssl:spdy	1043	187	
2019-05-09T19:17:58.057Z	192.168.2.104	216.58.213.230	443	tcp	1768	556	
2019-05-09T19:17:58.057Z	192.168.2.104	143.204.214.112	443	tcp	1780	428	
2019-05-09T19:17:58.057Z	192.168.2.104	2.16.128.128	443	tcp	5306	2096	
2019-05-09T19:17:58.057Z	192.168.2.104	2.23.75.186	443	tcp	3352	816	
2019-05-09T19:17:58.057Z	192.168.2.104	52.18.18.165	443	tcp	3026	504	
2019-05-09T19:17:58.057Z	192.168.2.104	148.251.64.134	443	tcp	1664	508	
2019-05-09T19:17:58.057Z	192.168.2.104	176.9.158.23	443	tcp	3240	596	
2019-05-09T19:17:58.057Z	192.168.2.104	143.204.214.112	443	tcp:ssl	3936	1670	
2019-05-09T19:17:58.057Z	192.168.2.104	2.23.75.186	443	tcp:ssl	6435	4513	
2019-05-09T19:17:58.057Z	192.168.2.104	2.16.128.128	443	tcp:ssl	25300	4556	
2019-05-09T19:17:58.057Z	192.168.2.104	52.18.18.165	443	tcp:ssl	2634	2357	
2019-05-09T19:17:58.057Z	192.168.2.104	67.27.158.124	443	tcp:ssl:ssl	21970	0	
2019-05-09T19:17:58.057Z	192.168.2.104	148.251.64.134	443	tcp:ssl	2471	830	
2019-05-09T19:17:58.057Z	192.168.2.104	176.9.158.23	443	tcp:ssl	4643	3376	
2019-05-09T19:17:58.057Z	192.168.2.104	143.204.214.112	443	tcp:ssl:x509sat:x509sat:x509sat:x509sat	1500	0	
2019-05-09T19:17:58.057Z	192.168.2.104	143.204.214.112	443	tcp:ssl:ocsp:x509af:ssl	593	0	
2019-05-09T19:17:58.057Z	192.168.2.104	2.23.75.186	443	tcp:ssl:x509sat:x509sat:x509sat:x509sat	1932	0	
2019-05-09T19:17:58.057Z	192.168.2.104	2.16.128.128	443	tcp:ssl:x509sat:x509sat:x509sat:x509sat	2504	0	
2019-05-09T19:17:58.057Z	192.168.2.104	2.16.128.128	443	tcp:ssl:ocsp:x509sat:x509sat:x509sat	1784	0	
2019-05-09T19:17:58.057Z	192.168.2.104	104.87.220.171	443	tcp	276	568	
2019-05-09T19:17:58.057Z	192.168.2.104	216.58.213.230	443	tcp:ssl	2993	3324	
2019-05-09T19:17:58.057Z	192.168.2.104	52.18.18.165	443	tcp:ssl:x509sat:x509sat:x509sat:x509sat	1310	0	
2019-05-09T19:17:58.057Z	192.168.2.104	148.251.64.134	443	tcp:ssl:x509sat:x509sat:x509sat:x509sat	1320	0	
2019-05-09T19:17:58.057Z	192.168.2.104	136.243.15.67	443	tcp	24121	50016	
2019-05-09T19:17:58.057Z	192.168.2.104	136.243.15.67	443	tcp:ssl	27891	78274	
2019-05-09T19:17:58.057Z	192.168.2.104	176.9.158.23	443	tcp:ssl:x509sat:x509sat:x509sat:x509sat	1500	0	
2019-05-09T19:17:58.057Z	192.168.2.104	176.9.158.23	443	tcp:ssl:ssl	205	0	
2019-05-09T19:17:58.057Z	192.168.2.104	104.87.220.171	443	tcp:ssl	2855	1863	
2019-05-09T19:17:58.057Z	192.168.2.104	136.243.15.67	443	tcp:ssl:x509sat:x509sat:x509sat:x509sat	9000	0	
2019-05-09T19:17:58.057Z	192.168.2.104	136.243.15.67	443	tcp:ssl:ssl	1230	0	
2019-05-09T19:17:58.057Z	192.168.2.104	104.87.220.171	443	tcp:ssl:x509sat:x509sat:x509sat:x509sat	1383	0	
2019-05-09T19:17:58.057Z	192.168.2.104	2.16.128.128	443	tcp:ssl:ssl	11418	0	
2019-05-09T19:17:58.057Z	192.168.2.104	143.204.208.78	443	tcp	164	568	
2019-05-09T19:17:58.057Z	192.168.2.104	178.250.0.165	443	tcp	328	5621	
2019-05-09T19:17:58.057Z	192.168.2.104	63.32.86.220	443	tcp	2934	440	
2019-05-09T19:17:58.057Z	192.168.2.104	63.32.86.220	443	tcp:ssl	4888	7387	
2019-05-09T19:17:58.057Z	192.168.2.104	147.75.83.23	443	tcp	58880	3104	
2019-05-09T19:17:58.057Z	192.168.2.104	52.20.82.23	443	tcp	3216	504	
2019-05-09T19:17:58.057Z	192.168.2.104	178.250.0.165	443	tcp:ssl	4306	4949	
2019-05-09T19:17:58.057Z	192.168.2.104	52.20.82.23	443	tcp:ssl	4267	1218	
2019-05-09T19:17:58.057Z	192.168.2.104	178.250.0.165	443	tcp:ssl:x509sat:x509sat:x509sat:x509sat	2936	0	
2019-05-09T19:17:58.057Z	192.168.2.104	216.58.213.206	443	tcp	944	5212	
2019-05-09T19:17:58.057Z	192.168.2.104	143.204.214.36	443	tcp	1892	748	
2019-05-09T19:17:58.057Z	192.168.2.104	147.75.83.23	443	tcp:ssl	9284	4607	
2019-05-09T19:17:58.057Z	192.168.2.104	52.20.82.23	443	tcp:ssl:x509sat:x509sat:x509sat:x509sat	1010	0	
2019-05-09T19:17:58.057Z	192.168.2.104	217.79.188.54	443	tcp	42877	2060	
2019-05-09T19:17:58.057Z	192.168.2.104	104.20.63.35	443	tcp:ssl	3423	3630	
2019-05-09T19:17:58.057Z	192.168.2.104	140.82.118.4	22	tcp	892	1244	
2019-05-09T19:17:58.057Z	192.168.2.104	63.32.86.220	443	tcp:ssl:x509sat:x509sat:x509sat:x509sat	1166	0	
2019-05-09T19:17:58.057Z	192.168.2.104	216.58.213.206	443	tcp:ssl	12012	9608	
2019-05-09T19:17:58.057Z	192.168.2.104	52.213.106.142	443	tcp	164	376	
2019-05-09T19:17:58.057Z	192.168.2.104	52.213.106.142	443	tcp:ssl	3576	5290	
2019-05-09T19:17:58.057Z	192.168.2.104	147.75.83.23	443	tcp:ssl:x509sat:x509sat:x509sat:x509sat	3000	0	
2019-05-09T19:17:58.057Z	192.168.2.104	147.75.83.23	443	tcp:ssl:ssl	32352	0	
2019-05-09T19:17:58.057Z	192.168.2.104	216.58.213.206	443	tcp:ssl:ssl	9000	1500	
2019-05-09T19:17:58.057Z	192.168.2.104	172.217.19.78	443	tcp	1768	376	
2019-05-09T19:17:58.057Z	192.168.2.104	172.217.19.78	443	tcp:ssl	3738	2636	
2019-05-09T19:17:58.057Z	192.168.2.104	143.204.208.78	443	tcp:ssl	1478	2122	
2019-05-09T19:17:58.057Z	192.168.2.104	67.27.158.124	443	tcp:ssl:spdy:spdy	965	0	
2019-05-09T19:17:58.057Z	192.168.2.104	217.79.188.46	443	tcp	4268	608	
2019-05-09T19:17:58.057Z	192.168.2.104	104.20.63.35	443	tcp:ssl:ssl	2387	0	
2019-05-09T19:17:58.057Z	192.168.2.104	217.79.188.46	443	tcp:ssl	6006	3417	
2019-05-09T19:17:58.057Z	192.168.2.104	104.20.95.215	443	tcp	107750	6600	
2019-05-09T19:17:58.057Z	192.168.2.104	104.20.95.215	443	tcp:ssl	19116	6436	
2019-05-09T19:17:58.057Z	192.168.2.104	52.213.106.142	443	tcp:ssl:x509sat:x509sat:x509sat:x509sat	1500	0	
2019-05-09T19:17:58.057Z	192.168.2.104	52.213.106.142	443	tcp:ssl:ssl	227	0	
2019-05-09T19:17:58.057Z	192.168.2.104	217.79.188.54	443	tcp:ssl	5098	2118	
2019-05-09T19:17:58.057Z	192.168.2.104	140.82.118.4	22	tcp:ssh	3777	4285	
2019-05-09T19:17:58.057Z	192.168.2.104	143.204.214.36	443	tcp:ssl	3186	2119	
2019-05-09T19:17:58.057Z	192.168.2.104	217.79.188.54	443	tcp:ssl:x509sat:x509sat:x509sat:x509sat	578	0	
2019-05-09T19:17:58.057Z	192.168.2.104	143.204.214.36	443	tcp:ssl:x509sat:x509sat:x509sat:x509sat	1500	0	
2019-05-09T19:17:58.057Z	192.168.2.104	143.204.214.36	443	tcp:ssl:ocsp:x509af:x509sat:x509sat	540	0	
2019-05-09T19:17:58.057Z	192.168.2.104	217.79.188.46	443	tcp:ssl:x509sat:x509sat:x509sat:x509sat	578	0	
2019-05-09T19:17:58.057Z	192.168.2.104	217.79.188.54	443	tcp:ssl:ssl	3000	0	
2019-05-09T19:17:58.057Z	192.168.2.104	172.217.21.238	443	tcp	408	324	
2019-05-09T19:17:58.057Z	192.168.2.104	136.243.15.87	443	tcp	3276	736	
2019-05-09T19:17:58.057Z	192.168.2.104	216.58.208.42	443	tcp:ssl	957	406	
2019-05-09T19:17:58.057Z	192.168.2.104	216.58.208.42	443	tcp	104	272	
2019-05-09T19:17:58.057Z	192.168.2.104	172.217.21.238	443	tcp:ssl	1874	3134	
2019-05-09T19:17:58.057Z	192.168.2.104	104.20.95.215	443	tcp:ssl:ssl	107429	0	
2019-05-09T19:17:58.057Z	192.168.2.104	34.225.132.124	443	tcp	7387	892	
2019-05-09T19:17:58.057Z	192.168.2.104	151.139.240.1	443	tcp	3216	504	
2019-05-09T19:17:58.057Z	192.168.2.104	173.194.76.155	443	tcp	280	428	
2019-05-09T19:17:58.057Z	192.168.2.104	78.46.5.205	143	tcp:imap	31896	8496	
2019-05-09T19:17:58.057Z	192.168.2.104	78.46.5.205	143	tcp	744	3324	
2019-05-09T19:17:58.057Z	192.168.2.104	173.194.76.155	443	tcp:ssl	4363	1713	
2019-05-09T19:17:58.057Z	192.168.2.104	172.217.18.170	443	tcp	1708	596	
2019-05-09T19:17:58.057Z	192.168.2.104	66.117.29.226	443	tcp	228	220	
2019-05-09T19:17:58.057Z	192.168.2.104	172.217.18.170	443	tcp:ssl	10600	1606	
2019-05-09T19:17:58.057Z	192.168.2.104	34.255.28.155	443	tcp	1664	376	
2019-05-09T19:17:58.057Z	192.168.2.104	66.117.28.86	443	tcp	1361	400	
2019-05-09T19:17:58.057Z	192.168.2.104	66.117.29.226	443	tcp:ssl	899	2100	
2019-05-09T19:17:58.057Z	192.168.2.104	34.255.28.155	443	tcp:ssl	3617	1330	
2019-05-09T19:17:58.057Z	192.168.2.104	66.117.28.86	443	tcp:ssl	2765	1974	
2019-05-09T19:17:58.057Z	192.168.2.104	34.255.28.155	443	tcp:ssl:x509sat:x509sat:x509sat:x509sat	1500	0	
2019-05-09T19:17:58.057Z	192.168.2.104	34.255.28.155	443	tcp:ssl:ssl	227	0	
2019-05-09T19:17:58.057Z	192.168.2.104	66.117.28.86	443	tcp:ssl:x509sat:x509sat:x509sat:x509sat	1249	0	
2019-05-09T19:17:58.057Z	192.168.2.104	172.217.16.170	443	tcp	216	440	
2019-05-09T19:17:58.057Z	192.168.2.104	216.58.213.196	443	tcp	268	376	
2019-05-09T19:17:58.057Z	192.168.2.104	172.217.16.170	443	tcp:ssl	2378	2415	
2019-05-09T19:17:58.057Z	192.168.2.104	136.243.15.87	443	tcp:ssl	2387	2510	
2019-05-09T19:17:58.057Z	192.168.2.104	216.58.213.196	443	tcp:ssl	1753	2088	
2019-05-09T19:17:58.057Z	192.168.2.104	34.225.132.124	443	tcp:ssl	3516	4233	
2019-05-09T19:17:58.057Z	192.168.2.104	151.139.240.1	443	tcp:ssl	3206	1456	
